movieId,title,genres,year,freq
288,Natural Born Killers (1994),"['Action', 'Crime', 'Thriller']",1994.0,1448
289,Only You (1994),"['Comedy', 'Romance']",1994.0,184
290,Once Were Warriors (1994),"['Crime', 'Drama']",1994.0,232
292,Outbreak (1995),"['Action', 'Drama', 'Sci-Fi', 'Thriller']",1995.0,1554
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),"['Action', 'Crime', 'Drama', 'Thriller']",1994.0,2126
294,The Perez Family (1995),"['Comedy', 'Romance']",1995.0,57
295,"Pyromaniac's Love Story, A (1995)","['Comedy', 'Romance']",1995.0,30
296,Pulp Fiction (1994),"['Comedy', 'Crime', 'Drama', 'Thriller']",1994.0,4878
297,Panther (1995),['Drama'],1995.0,20
298,Pushing Hands (Tui shou) (1992),['Drama'],1992.0,11
299,Priest (1994),['Drama'],1994.0,134
300,Quiz Show (1994),['Drama'],1994.0,1168
301,Picture Bride (Bijo photo) (1994),"['Drama', 'Romance']",1994.0,28
302,"Queen Margot (Reine Margot, La) (1994)","['Drama', 'Romance']",1994.0,100
303,The Quick and the Dead (1995),"['Action', 'Thriller', 'Western']",1995.0,382
304,Roommates (1995),"['Comedy', 'Drama']",1995.0,42
305,Ready to Wear (Pret-A-Porter) (1994),['Comedy'],1994.0,191
306,Three Colors: Red (Trois couleurs: Rouge) (1994),['Drama'],1994.0,433
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),['Drama'],1993.0,373
308,Three Colors: White (Trzy kolory: Bialy) (1994),"['Comedy', 'Drama']",1994.0,289
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",['Drama'],1994.0,28
310,Rent-a-Kid (1995),['Comedy'],1995.0,20
311,Relative Fear (1994),"['Horror', 'Thriller']",1994.0,4
312,Stuart Saves His Family (1995),['Comedy'],1995.0,71
313,The Swan Princess (1994),"['Animation', 'Children']",1994.0,89
314,The Secret of Roan Inish (1994),"['Children', 'Drama', 'Fantasy', 'Mystery']",1994.0,241
315,The Specialist (1994),"['Action', 'Drama', 'Thriller']",1994.0,634
316,Stargate (1994),"['Action', 'Adventure', 'Sci-Fi']",1994.0,1892
317,The Santa Clause (1994),"['Comedy', 'Drama', 'Fantasy']",1994.0,950
318,The Shawshank Redemption (1994),"['Crime', 'Drama']",1994.0,4960
319,Shallow Grave (1994),"['Comedy', 'Drama', 'Thriller']",1994.0,433
320,Suture (1993),"['Film-Noir', 'Thriller']",1993.0,17
321,Strawberry and Chocolate (Fresa y chocolate) (1993),['Drama'],1993.0,61
322,Swimming with Sharks (1995),"['Comedy', 'Drama']",1995.0,166
324,The Sum of Us (1994),"['Comedy', 'Drama']",1994.0,33
325,National Lampoon's Senior Trip (1995),['Comedy'],1995.0,62
326,To Live (Huozhe) (1994),['Drama'],1994.0,74
327,Tank Girl (1995),"['Action', 'Comedy', 'Sci-Fi']",1995.0,398
328,Tales from the Crypt Presents: Demon Knight (1995),"['Horror', 'Thriller']",1995.0,150
329,Star Trek: Generations (1994),"['Adventure', 'Drama', 'Sci-Fi']",1994.0,1544
330,Tales from the Hood (1995),"['Action', 'Crime', 'Horror']",1995.0,90
331,Tom & Viv (1994),['Drama'],1994.0,35
332,Village of the Damned (1995),"['Horror', 'Sci-Fi']",1995.0,123
333,Tommy Boy (1995),['Comedy'],1995.0,707
334,Vanya on 42nd Street (1994),['Drama'],1994.0,71
335,Underneath (1995),"['Mystery', 'Thriller']",1995.0,25
336,The Walking Dead (1995),"['Drama', 'War']",1995.0,22
337,What's Eating Gilbert Grape (1993),['Drama'],1993.0,1052
338,Virtuosity (1995),"['Action', 'Sci-Fi', 'Thriller']",1995.0,238
339,While You Were Sleeping (1995),"['Comedy', 'Romance']",1995.0,1406
340,The War (1994),"['Adventure', 'Drama', 'War']",1994.0,99
341,Double Happiness (1994),['Drama'],1994.0,26
342,Muriel's Wedding (1994),['Comedy'],1994.0,669
343,The Baby-Sitters Club (1995),['Children'],1995.0,54
344,Ace Ventura: Pet Detective (1994),['Comedy'],1994.0,2372
345,"The Adventures of Priscilla, Queen of the Desert (1994)","['Comedy', 'Drama']",1994.0,553
346,Backbeat (1993),"['Drama', 'Musical']",1993.0,54
347,Bitter Moon (1992),"['Drama', 'Film-Noir', 'Romance']",1992.0,98
348,Bullets Over Broadway (1994),['Comedy'],1994.0,460
349,Clear and Present Danger (1994),"['Action', 'Crime', 'Drama', 'Thriller']",1994.0,1686
350,The Client (1994),"['Drama', 'Mystery', 'Thriller']",1994.0,924
351,"Corrina, Corrina (1994)","['Comedy', 'Drama', 'Romance']",1994.0,215
352,Crooklyn (1994),"['Comedy', 'Drama']",1994.0,79
353,The Crow (1994),"['Action', 'Crime', 'Fantasy', 'Thriller']",1994.0,975
354,Cobb (1994),['Drama'],1994.0,68
355,The Flintstones (1994),"['Children', 'Comedy', 'Fantasy']",1994.0,578
356,Forrest Gump (1994),"['Comedy', 'Drama', 'Romance', 'War']",1994.0,4989
357,Four Weddings and a Funeral (1994),"['Comedy', 'Romance']",1994.0,1632
358,Higher Learning (1995),['Drama'],1995.0,132
359,I Like It Like That (1994),"['Comedy', 'Drama', 'Romance']",1994.0,13
360,I Love Trouble (1994),"['Action', 'Comedy']",1994.0,115
361,It Could Happen to You (1994),"['Comedy', 'Drama', 'Romance']",1994.0,291
362,The Jungle Book (1994),"['Adventure', 'Children', 'Romance']",1994.0,463
363,"The Wonderful, Horrible Life of Leni Riefenstahl (Macht der Bilder: Leni Riefenstahl, Die) (1993)",['Documentary'],1993.0,48
364,The Lion King (1994),"['Adventure', 'Animation', 'Children', 'Drama', 'Musical', 'IMAX']",1994.0,2614
365,Little Buddha (1993),['Drama'],1993.0,84
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)","['Drama', 'Horror', 'Mystery', 'Thriller']",1994.0,177
367,The Mask (1994),"['Action', 'Comedy', 'Crime', 'Fantasy']",1994.0,2153
368,Maverick (1994),"['Adventure', 'Comedy', 'Western']",1994.0,1011
369,Mrs. Parker and the Vicious Circle (1994),['Drama'],1994.0,62
370,Naked Gun 33 1/3: The Final Insult (1994),"['Action', 'Comedy']",1994.0,824
371,The Paper (1994),"['Comedy', 'Drama']",1994.0,251
372,Reality Bites (1994),"['Comedy', 'Drama', 'Romance']",1994.0,448
373,Red Rock West (1992),['Thriller'],1992.0,193
374,Richie Rich (1994),"['Children', 'Comedy']",1994.0,293
375,Safe Passage (1994),['Drama'],1994.0,14
376,The River Wild (1994),"['Action', 'Thriller']",1994.0,622
377,Speed (1994),"['Action', 'Romance', 'Thriller']",1994.0,2535
378,Speechless (1994),"['Comedy', 'Romance']",1994.0,139
379,Timecop (1994),"['Action', 'Sci-Fi', 'Thriller']",1994.0,332
380,True Lies (1994),"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']",1994.0,2609
381,When a Man Loves a Woman (1994),"['Drama', 'Romance']",1994.0,275
382,Wolf (1994),"['Drama', 'Horror', 'Romance', 'Thriller']",1994.0,315
383,Wyatt Earp (1994),['Western'],1994.0,264
384,Bad Company (1995),"['Action', 'Crime', 'Drama']",1995.0,45
385,"Man of No Importance, A (1994)",['Drama'],1994.0,3
386,S.F.W. (1994),['Drama'],1994.0,18
387,"Low Down Dirty Shame, A (1994)","['Action', 'Comedy']",1994.0,39
388,Boys Life (1995),['Drama'],1995.0,26
389,"Colonel Chabert, Le (1994)","['Drama', 'Romance', 'War']",1994.0,10
390,Faster Pussycat! Kill! Kill! (1965),"['Action', 'Crime', 'Drama']",1965.0,60
391,Jason's Lyric (1994),"['Crime', 'Drama']",1994.0,26
